TYPE,AUTO_START,AUTO_END,size_class,size_class_B,Genome_fraction,AUTO_LEN,INDV,PropCovered,CHROM,ToKeep
A,59500522,60029925,100kb_1gb,100kb_1gb,0.000243436,529404,BEN_NE1,0.6627069,chrD1,TRUE
A,37340511,37869942,100kb_1gb,100kb_1gb,0.000243449,529432,AMU2,0.6463581,chrD3,TRUE
A,30948159,31477598,100kb_1gb,100kb_1gb,0.000243453,529440,18032FL-61-01V1-02,0.6885647,chrF1,TRUE
A,11178470,11708032,100kb_1gb,100kb_1gb,0.00024351,529563,SRR7152403,0.6963226,chrA3,TRUE
A,74206544,74736117,100kb_1gb,100kb_1gb,0.000243515,529574,SRR7152410,0.5915672,chrF2,TRUE
A,46617451,47147065,100kb_1gb,100kb_1gb,0.000243533,529615,SRR7152388,0.6114396,chrC2,TRUE
A,33707119,34236775,100kb_1gb,100kb_1gb,0.000243553,529657,BEN_SI1,0.6901706,chrB4,TRUE
A,50648581,51178282,100kb_1gb,100kb_1gb,0.000243573,529702,MAL11,0.6900516,chrD3,TRUE
A,71438813,71968524,100kb_1gb,100kb_1gb,0.000243578,529712,MAL9,0.6797876,chrA1,TRUE
A,8118400,8648205,100kb_1gb,100kb_1gb,0.000243621,529806,AMU21,0.6132615,chrC2,TRUE
A,9512420,10042298,100kb_1gb,100kb_1gb,0.000243655,529879,SRR7152382,0.6408249,chrF1,TRUE
A,105419459,105949351,100kb_1gb,100kb_1gb,0.000243661,529893,BEN_SI1,0.6755754,chrA2,TRUE
A,31247379,31777285,100kb_1gb,100kb_1gb,0.000243668,529907,SRR7152395,0.6595528,chrD3,TRUE
A,57981309,58511220,100kb_1gb,100kb_1gb,0.00024367,529912,BEN_SI1,0.6444082,chrB2,TRUE
A,10045781,10575734,100kb_1gb,100kb_1gb,0.000243689,529954,MAL3,0.6177586,chrE1,TRUE
A,159608181,160138190,100kb_1gb,100kb_1gb,0.000243715,530010,MAL7,0.6611755,chrA2,TRUE
A,13839298,14369359,100kb_1gb,100kb_1gb,0.000243739,530062,SRR7152390,0.5894661,chrD1,TRUE
A,110330563,110860651,100kb_1gb,100kb_1gb,0.000243751,530089,AMU11,0.6595377,chrB3,TRUE
A,38982110,39512235,100kb_1gb,100kb_1gb,0.000243768,530126,BEN_SI1,0.6918029,chrC1,TRUE
A,172074182,172604416,100kb_1gb,100kb_1gb,0.000243819,530235,MAL26,0.6109246,chrB1,TRUE
A,68781991,69312260,100kb_1gb,100kb_1gb,0.000243835,530270,SRR7152406,0.6232893,chrC2,TRUE
A,111158412,111688707,100kb_1gb,100kb_1gb,0.000243847,530296,MAL10,0.6437285,chrC2,TRUE
A,67644031,68174382,100kb_1gb,100kb_1gb,0.000243872,530352,SRR7152401,0.6471978,chrB4,TRUE
A,10483058,11013443,100kb_1gb,100kb_1gb,0.000243888,530386,SRR7152383,0.6725171,chrF1,TRUE
A,138169940,138700352,100kb_1gb,100kb_1gb,0.0002439,530413,BEN_NOR2,0.6162323,chrA2,TRUE
A,141432071,141962488,100kb_1gb,100kb_1gb,0.000243903,530418,SRR7152398,0.6271254,chrA1,TRUE
A,17162054,17692579,100kb_1gb,100kb_1gb,0.000243952,530526,AMU5,0.7103021,chrE3,TRUE
A,99953316,100483852,100kb_1gb,100kb_1gb,0.000243957,530537,MAL10,0.6660509,chrA3,TRUE
A,141431948,141962488,100kb_1gb,100kb_1gb,0.000243959,530541,SRR7152390,0.6271497,chrA1,TRUE
A,57779675,58310216,100kb_1gb,100kb_1gb,0.00024396,530542,MAL13,0.63996,chrB1,TRUE
A,104927188,105457830,100kb_1gb,100kb_1gb,0.000244006,530643,SUM13,0.6123545,chrC1,TRUE
A,128177364,128708071,100kb_1gb,100kb_1gb,0.000244036,530708,MAL10,0.5967134,chrA2,TRUE
A,74430777,74961489,100kb_1gb,100kb_1gb,0.000244038,530713,SRR7152390,0.6959952,chrD3,TRUE
A,49244170,49774897,100kb_1gb,100kb_1gb,0.000244045,530728,GEN2,0.6269212,chrF2,TRUE
A,11165913,11696685,100kb_1gb,100kb_1gb,0.000244066,530773,BEN_SA4,0.6938836,chrA3,TRUE
A,33039337,33570113,100kb_1gb,100kb_1gb,0.000244068,530777,BEN_SI6,0.655137,chrB3,TRUE
A,49128888,49659801,100kb_1gb,100kb_1gb,0.000244131,530914,SRR7152397,0.6401877,chrC1,TRUE
A,85686993,86217908,100kb_1gb,100kb_1gb,0.000244132,530916,BEN_SI3,0.6333631,chrD1,TRUE
A,20713355,21244277,100kb_1gb,100kb_1gb,0.000244135,530923,BEN_NOR2,0.7080475,chrD1,TRUE
A,133923541,134454480,100kb_1gb,100kb_1gb,0.000244143,530940,SRR7152380,0.6698604,chrC2,TRUE
A,181106569,181637522,100kb_1gb,100kb_1gb,0.000244149,530954,BEN_SI4,0.7174289,chrC1,TRUE
A,116214449,116745423,100kb_1gb,100kb_1gb,0.000244159,530975,SRR7152394,0.7090479,chrB3,TRUE
A,18933455,19464495,100kb_1gb,100kb_1gb,0.000244189,531041,BEN_CI6,0.6487967,chrA1,TRUE
A,18516637,19047751,100kb_1gb,100kb_1gb,0.000244223,531115,BEN_NE3,0.7119451,chrD3,TRUE
A,11665013,12196190,100kb_1gb,100kb_1gb,0.000244252,531178,MAL12,0.6330696,chrC2,TRUE
A,46427268,46958562,100kb_1gb,100kb_1gb,0.000244306,531295,SRR7152401,0.6468716,chrB4,TRUE
A,133621587,134152914,100kb_1gb,100kb_1gb,0.000244321,531328,MAL12,0.6946626,chrC1,TRUE
A,47506686,48038050,100kb_1gb,100kb_1gb,0.000244338,531365,AMU8,0.6843538,chrD3,TRUE
A,188647447,189178838,100kb_1gb,100kb_1gb,0.000244351,531392,BEN_SA3,0.6950588,chrA1,TRUE
A,104144028,104675552,100kb_1gb,100kb_1gb,0.000244412,531525,BEN_CI4,0.6889792,chrA3,TRUE
A,50136810,50668346,100kb_1gb,100kb_1gb,0.000244417,531537,18032FL-56-01-02,0.7136243,chrD4,TRUE
A,80767943,81299492,100kb_1gb,100kb_1gb,0.000244423,531550,MAL13,0.6536406,chrD3,TRUE
A,14322137,14853791,100kb_1gb,100kb_1gb,0.000244471,531655,AMU11,0.6781723,chrD2,TRUE
A,127832657,128364336,100kb_1gb,100kb_1gb,0.000244483,531680,MAL14,0.634048,chrC2,TRUE
A,55308721,55840438,100kb_1gb,100kb_1gb,0.0002445,531718,SRR7152397,0.6242362,chrC2,TRUE
A,136108143,136639865,100kb_1gb,100kb_1gb,0.000244503,531723,AMU17,0.6360486,chrB1,TRUE
A,19820079,20351847,100kb_1gb,100kb_1gb,0.000244524,531769,SRR7152390,0.7176777,chrD3,TRUE
A,88618354,89150156,100kb_1gb,100kb_1gb,0.00024454,531803,AMU20,0.6440085,chrB1,TRUE
A,135816126,136347932,100kb_1gb,100kb_1gb,0.000244541,531807,SRR7152390,0.6260516,chrA1,TRUE
A,80265476,80797284,100kb_1gb,100kb_1gb,0.000244542,531809,GEN1,0.6743543,chrA1,TRUE
A,41702342,42234296,100kb_1gb,100kb_1gb,0.000244609,531955,MAL26,0.694295,chrB2,TRUE
A,207219926,207751926,100kb_1gb,100kb_1gb,0.000244631,532001,AMU7,0.6515601,chrA1,TRUE
A,71353352,71885527,100kb_1gb,100kb_1gb,0.000244711,532176,MAL10,0.6180805,chrD2,TRUE
A,106307005,106839321,100kb_1gb,100kb_1gb,0.000244776,532317,SUM3,0.6953783,chrB2,TRUE
A,17827675,18360014,100kb_1gb,100kb_1gb,0.000244786,532340,BEN_SI4,0.7147006,chrD1,TRUE
A,121080974,121613377,100kb_1gb,100kb_1gb,0.000244816,532404,BEN_NE3,0.6458021,chrA3,TRUE
A,67808135,68340554,100kb_1gb,100kb_1gb,0.000244823,532420,SRR7152406,0.6442726,chrB2,TRUE
A,109469085,110001580,100kb_1gb,100kb_1gb,0.000244858,532496,BEN_SI2,0.689984,chrB2,TRUE
A,16889265,17421768,100kb_1gb,100kb_1gb,0.000244862,532504,MAL1,0.6605991,chrB1,TRUE
A,20202763,20735310,100kb_1gb,100kb_1gb,0.000244882,532548,SRR7152397,0.7110021,chrC1,TRUE
A,3820538,4353101,100kb_1gb,100kb_1gb,0.000244889,532564,MAL11,0.674108,chrB4,TRUE
A,46361398,46894035,100kb_1gb,100kb_1gb,0.000244923,532638,SRR7152393,0.6787005,chrC2,TRUE
A,75004144,75536833,100kb_1gb,100kb_1gb,0.000244947,532690,MAL1,0.7177678,chrD3,TRUE
A,57349808,57882546,100kb_1gb,100kb_1gb,0.00024497,532739,SRR7152387,0.6561049,chrB2,TRUE
A,231544900,232077668,100kb_1gb,100kb_1gb,0.000244984,532769,SRR7152381,0.6897411,chrA1,TRUE
A,101353650,101886431,100kb_1gb,100kb_1gb,0.00024499,532782,MAL9,0.7146633,chrC2,TRUE
A,32050440,32583333,100kb_1gb,100kb_1gb,0.000245041,532894,MAL11,0.6471524,chrA1,TRUE
A,55934879,56467782,100kb_1gb,100kb_1gb,0.000245046,532904,SRR7152394,0.6655977,chrC2,TRUE
A,38478715,39011634,100kb_1gb,100kb_1gb,0.000245053,532920,SRR7152387,0.70956,chrF1,TRUE
A,48446414,48979416,100kb_1gb,100kb_1gb,0.000245091,533003,SRR7152394,0.7094364,chrD4,TRUE
A,151090423,151623427,100kb_1gb,100kb_1gb,0.000245092,533005,BEN_CI5,0.6839161,chrB1,TRUE
A,40878585,41411612,100kb_1gb,100kb_1gb,0.000245103,533028,MAL26,0.6778531,chrE2,TRUE
A,56549275,57082316,100kb_1gb,100kb_1gb,0.000245109,533042,AMU17,0.6530492,chrF1,TRUE
A,17213921,17746992,100kb_1gb,100kb_1gb,0.000245123,533072,SRR7152384,0.6263068,chrB1,TRUE
A,96807041,97340148,100kb_1gb,100kb_1gb,0.00024514,533108,18032FL-61-01V1-16,0.6567462,chrB1,TRUE
A,171001707,171534883,100kb_1gb,100kb_1gb,0.000245171,533177,SRR7152381,0.6298202,chrB1,TRUE
A,95779870,96313127,100kb_1gb,100kb_1gb,0.000245209,533258,SRR7152408,0.6802236,chrA1,TRUE
A,104925888,105459148,100kb_1gb,100kb_1gb,0.00024521,533261,SUM1,0.6131306,chrC1,TRUE
A,43712758,44246034,100kb_1gb,100kb_1gb,0.000245217,533277,AMU20,0.636359,chrA1,TRUE
A,169317639,169851009,100kb_1gb,100kb_1gb,0.000245261,533371,BEN_NE2,0.7090519,chrC1,TRUE
A,94448206,94981583,100kb_1gb,100kb_1gb,0.000245264,533378,MAL7,0.6516722,chrB2,TRUE
A,74428508,74961942,100kb_1gb,100kb_1gb,0.00024529,533435,SRR7152398,0.6956212,chrD3,TRUE
A,16611765,17145233,100kb_1gb,100kb_1gb,0.000245306,533469,SRR7152393,0.6623452,chrA1,TRUE
A,49320476,49854121,100kb_1gb,100kb_1gb,0.000245387,533646,SUM2,0.6133254,chrC2,TRUE
A,111465365,111999180,100kb_1gb,100kb_1gb,0.000245465,533816,5594-DP-0003_S5,0.6500455,chrC2,TRUE
A,101751091,102284933,100kb_1gb,100kb_1gb,0.000245478,533843,MAL12,0.6957733,chrD1,TRUE
A,232652583,233186454,100kb_1gb,100kb_1gb,0.000245491,533872,MAL2,0.6070249,chrA1,TRUE
A,79000095,79534112,100kb_1gb,100kb_1gb,0.000245558,534018,SRR7152382,0.6826637,chrA3,TRUE
A,104982230,105516361,100kb_1gb,100kb_1gb,0.00024561,534132,SUM1,0.6606937,chrB2,TRUE
A,135815847,136349987,100kb_1gb,100kb_1gb,0.000245615,534141,SRR7152398,0.6270135,chrA1,TRUE
A,16188338,16722501,100kb_1gb,100kb_1gb,0.000245625,534164,AMU20,0.6475383,chrD4,TRUE
A,83822221,84356571,100kb_1gb,100kb_1gb,0.000245711,534351,SRR7152409,0.5900533,chrD2,TRUE
A,17070752,17605112,100kb_1gb,100kb_1gb,0.000245716,534361,MAL2,0.6337039,chrC2,TRUE
A,49946328,50480777,100kb_1gb,100kb_1gb,0.000245757,534450,BEN_SI2,0.6094501,chrF2,TRUE
A,77143630,77678105,100kb_1gb,100kb_1gb,0.000245769,534476,AMU1,0.6292754,chrA2,TRUE
A,109580378,110114894,100kb_1gb,100kb_1gb,0.000245788,534517,BEN_NE1,0.6894705,chrB2,TRUE
A,114789316,115323867,100kb_1gb,100kb_1gb,0.000245804,534552,SRR7152383,0.6496462,chrB4,TRUE
A,72178724,72713289,100kb_1gb,100kb_1gb,0.00024581,534566,SRR7152379,0.6291695,chrA1,TRUE
A,97424965,97959540,100kb_1gb,100kb_1gb,0.000245815,534576,MAL13,0.6660413,chrB2,TRUE
A,6473882,7008483,100kb_1gb,100kb_1gb,0.000245827,534602,AMU20,0.6556292,chrA1,TRUE
A,7045527,7580160,100kb_1gb,100kb_1gb,0.000245841,534634,BEN_CI3,0.6681181,chrF1,TRUE
A,16519524,17054164,100kb_1gb,100kb_1gb,0.000245845,534641,SRR7152400,0.6765767,chrB1,TRUE
A,26392232,26927024,100kb_1gb,100kb_1gb,0.000245914,534793,GEN22,0.6792024,chrF1,TRUE
A,19305643,19840448,100kb_1gb,100kb_1gb,0.00024592,534806,BEN_NE1,0.6136237,chrD1,TRUE
A,48667790,49202607,100kb_1gb,100kb_1gb,0.000245926,534818,BEN_SI3,0.6507516,chrC2,TRUE
A,137367212,137902120,100kb_1gb,100kb_1gb,0.000245968,534909,GEN8,0.6979873,chrC1,TRUE
A,3482017,4016927,100kb_1gb,100kb_1gb,0.000245969,534911,BEN_NE3,0.6973977,chrB2,TRUE
A,28146435,28681559,100kb_1gb,100kb_1gb,0.000246067,535125,MAL11,0.6212149,chrB4,TRUE
A,50052039,50587267,100kb_1gb,100kb_1gb,0.000246115,535229,SRR7152390,0.6272131,chrB2,TRUE
A,141692427,142227660,100kb_1gb,100kb_1gb,0.000246117,535234,BEN_SI3,0.6861236,chrC2,TRUE
A,49375188,49910429,100kb_1gb,100kb_1gb,0.000246121,535242,MAL14,0.5957765,chrF2,TRUE
A,231552852,232088208,100kb_1gb,100kb_1gb,0.000246174,535357,SRR5591010,0.6901968,chrA1,TRUE
A,35897089,36432645,100kb_1gb,100kb_1gb,0.000246266,535557,BEN_SI4,0.6910407,chrA1,TRUE
A,86078769,86614352,100kb_1gb,100kb_1gb,0.000246278,535584,BEN_SI6,0.720794,chrA1,TRUE
A,29214928,29750926,100kb_1gb,100kb_1gb,0.000246469,535999,SRR7152381,0.6036627,chrB4,TRUE
A,84867827,85403867,100kb_1gb,100kb_1gb,0.000246488,536041,MAL7,0.6111615,chrA3,TRUE
A,25189483,25725574,100kb_1gb,100kb_1gb,0.000246512,536092,MAL26,0.6883477,chrD2,TRUE
A,34906028,35442225,100kb_1gb,100kb_1gb,0.00024656,536198,MAL1,0.667527,chrA2,TRUE
A,190450531,190986759,100kb_1gb,100kb_1gb,0.000246575,536229,BEN_NE1,0.6063614,chrB1,TRUE
A,62902165,63438422,100kb_1gb,100kb_1gb,0.000246588,536258,BEN_SI2,0.692638,chrA1,TRUE
A,21525655,22061932,100kb_1gb,100kb_1gb,0.000246597,536278,BEN_SI6,0.5947337,chrF1,TRUE
A,130453594,130989895,100kb_1gb,100kb_1gb,0.000246608,536302,BEN_CI3,0.6812704,chrC2,TRUE
A,27616251,28152912,100kb_1gb,100kb_1gb,0.000246774,536662,MAL1,0.6365638,chrA3,TRUE
A,24205270,24742085,100kb_1gb,100kb_1gb,0.000246845,536816,SRR7152401,0.7081807,chrB1,TRUE
A,46391033,46927875,100kb_1gb,100kb_1gb,0.000246857,536843,SUM8,0.6648977,chrD2,TRUE
A,75459486,75996378,100kb_1gb,100kb_1gb,0.00024688,536893,BEN_NOR2,0.6499761,chrC1,TRUE
A,11278870,11815794,100kb_1gb,100kb_1gb,0.000246895,536925,AMU9,0.7120728,chrA3,TRUE
A,114229298,114766348,100kb_1gb,100kb_1gb,0.000246953,537051,SRR7152398,0.6271334,chrC2,TRUE
A,117873923,118411007,100kb_1gb,100kb_1gb,0.000246968,537085,SRR5591010,0.6174155,chrC1,TRUE
A,76762102,77299245,100kb_1gb,100kb_1gb,0.000246995,537144,MAL15,0.6886099,chrD3,TRUE
A,71771992,72309143,100kb_1gb,100kb_1gb,0.000246999,537152,SRR7152393,0.6276931,chrF2,TRUE
A,71772035,72309194,100kb_1gb,100kb_1gb,0.000247003,537160,SRR7152396,0.6276968,chrF2,TRUE
A,33849051,34386276,100kb_1gb,100kb_1gb,0.000247033,537226,18032FL-61-01V1-02,0.6889237,chrA3,TRUE
A,4197990,4735266,100kb_1gb,100kb_1gb,0.000247057,537277,MAL4,0.6418266,chrB3,TRUE
A,55397406,55934683,100kb_1gb,100kb_1gb,0.000247057,537278,BEN_CI3,0.6907405,chrB2,TRUE
A,67402717,67940051,100kb_1gb,100kb_1gb,0.000247083,537335,18032FL-61-01V1-02,0.6748149,chrC1,TRUE
A,16104764,16642128,100kb_1gb,100kb_1gb,0.000247097,537365,SRR7152410,0.6410236,chrA3,TRUE
A,4310566,4847933,100kb_1gb,100kb_1gb,0.000247098,537368,SUM8,0.6532909,chrF2,TRUE
A,53794121,54331509,100kb_1gb,100kb_1gb,0.000247108,537389,MAL11,0.6483695,chrF2,TRUE
A,48964758,49502151,100kb_1gb,100kb_1gb,0.00024711,537394,SRR7152384,0.6447572,chrF2,TRUE
A,111563898,112101312,100kb_1gb,100kb_1gb,0.00024712,537415,SRR7152380,0.640482,chrB3,TRUE
A,87004747,87542288,100kb_1gb,100kb_1gb,0.000247179,537542,GEN5,0.6376705,chrC1,TRUE
A,43962517,44500069,100kb_1gb,100kb_1gb,0.000247184,537553,BEN_CI2,0.5985542,chrD3,TRUE
A,31093517,31631080,100kb_1gb,100kb_1gb,0.000247189,537564,SRR7152391,0.6174514,chrD3,TRUE
A,102376269,102913875,100kb_1gb,100kb_1gb,0.000247208,537607,18032FL-56-01-02,0.6023017,chrA1,TRUE
A,96428010,96965664,100kb_1gb,100kb_1gb,0.00024723,537655,MAL10,0.6924044,chrA3,TRUE
A,14330163,14867844,100kb_1gb,100kb_1gb,0.000247243,537682,AMU22,0.695961,chrC1,TRUE
A,3030791,3568547,100kb_1gb,100kb_1gb,0.000247277,537757,MAL4,0.7117354,chrB1,TRUE
A,30431848,30969764,100kb_1gb,100kb_1gb,0.000247351,537917,5594-DP-0001_S3,0.668108,chrA3,TRUE
A,87605562,88143482,100kb_1gb,100kb_1gb,0.000247353,537921,AMU2,0.6196126,chrB1,TRUE
A,85692537,86230569,100kb_1gb,100kb_1gb,0.000247404,538033,GEN8,0.7164741,chrA1,TRUE
A,45434671,45972781,100kb_1gb,100kb_1gb,0.00024744,538111,SRR7152379,0.6371448,chrB3,TRUE
A,73659209,74197319,100kb_1gb,100kb_1gb,0.00024744,538111,GEN8,0.6034788,chrD1,TRUE
A,61604091,62142209,100kb_1gb,100kb_1gb,0.000247444,538119,AMU22,0.6794477,chrD4,TRUE
A,26610063,27148213,100kb_1gb,100kb_1gb,0.000247459,538151,SRR7152396,0.6213546,chrF2,TRUE
A,118026259,118564418,100kb_1gb,100kb_1gb,0.000247463,538160,SRR7152401,0.6905729,chrB3,TRUE
A,138517908,139056134,100kb_1gb,100kb_1gb,0.000247493,538227,SRR5591010,0.6376058,chrA2,TRUE
A,208251709,208790032,100kb_1gb,100kb_1gb,0.000247538,538324,SRR7152390,0.6887017,chrA1,TRUE
A,90600690,91139026,100kb_1gb,100kb_1gb,0.000247544,538337,BEN_SI4,0.6120713,chrB2,TRUE
A,104449538,104987922,100kb_1gb,100kb_1gb,0.000247566,538385,18032FL-56-01-02,0.6124774,chrC2,TRUE
A,78839170,79377567,100kb_1gb,100kb_1gb,0.000247572,538398,SRR7152401,0.6721211,chrD2,TRUE
A,27708145,28246604,100kb_1gb,100kb_1gb,0.000247601,538460,SUM9,0.6363121,chrA3,TRUE
A,114468593,115007127,100kb_1gb,100kb_1gb,0.000247635,538535,BEN_CI2,0.6688862,chrA1,TRUE
A,26092037,26630836,100kb_1gb,100kb_1gb,0.000247757,538800,BEN_CI6,0.6421189,chrB4,TRUE
A,80992887,81531709,100kb_1gb,100kb_1gb,0.000247768,538823,SRR7152383,0.667907,chrB2,TRUE
A,30720705,31259543,100kb_1gb,100kb_1gb,0.000247775,538839,MAL4,0.6824704,chrF2,TRUE
A,69693369,70232326,100kb_1gb,100kb_1gb,0.00024783,538958,SRR7152381,0.7014548,chrA2,TRUE
A,67820323,68359325,100kb_1gb,100kb_1gb,0.00024785,539003,BEN_SI1,0.5988642,chrD2,TRUE
A,113461462,114000467,100kb_1gb,100kb_1gb,0.000247852,539006,SUM13,0.7057597,chrB1,TRUE
A,108472005,109011021,100kb_1gb,100kb_1gb,0.000247857,539017,BEN_NE2,0.6085886,chrA2,TRUE
A,57774187,58313263,100kb_1gb,100kb_1gb,0.000247884,539077,T17,0.6404459,chrC1,TRUE
A,125170563,125709796,100kb_1gb,100kb_1gb,0.000247957,539234,BEN_NOR2,0.6305512,chrB3,TRUE
A,28733001,29272253,100kb_1gb,100kb_1gb,0.000247965,539253,18032FL-61-01V1-02,0.6702933,chrD2,TRUE
A,68715008,69254304,100kb_1gb,100kb_1gb,0.000247986,539297,AMU4,0.6201845,chrD2,TRUE
A,178202872,178742207,100kb_1gb,100kb_1gb,0.000248003,539336,BEN_SA3,0.7108068,chrC1,TRUE
A,24000494,24539833,100kb_1gb,100kb_1gb,0.000248005,539340,SRR7152393,0.6344284,chrA3,TRUE
A,80992661,81532034,100kb_1gb,100kb_1gb,0.000248021,539374,SRR7152385,0.6672803,chrB2,TRUE
A,137313355,137852829,100kb_1gb,100kb_1gb,0.000248067,539475,BEN_CI2,0.6437827,chrB2,TRUE
A,97984896,98524381,100kb_1gb,100kb_1gb,0.000248072,539486,SRR7152387,0.6965458,chrB3,TRUE
A,111450493,111990012,100kb_1gb,100kb_1gb,0.000248088,539520,SUM14,0.6615745,chrC2,TRUE
A,107741865,108281551,100kb_1gb,100kb_1gb,0.000248165,539687,BEN_SI3,0.7044078,chrB2,TRUE
A,43958143,44497839,100kb_1gb,100kb_1gb,0.000248169,539697,GEN1,0.6611537,chrA2,TRUE
A,154583436,155123159,100kb_1gb,100kb_1gb,0.000248182,539724,BEN_CI3,0.6541374,chrB1,TRUE
A,87603767,88143498,100kb_1gb,100kb_1gb,0.000248186,539732,SRR7152383,0.6181024,chrB1,TRUE
A,57976526,58516435,100kb_1gb,100kb_1gb,0.000248267,539910,SRR7152387,0.6386187,chrB2,TRUE
A,17771151,18311160,100kb_1gb,100kb_1gb,0.000248313,540010,SRR7152388,0.6693277,chrF1,TRUE
A,10174098,10714118,100kb_1gb,100kb_1gb,0.000248318,540021,SRR7152387,0.6807414,chrB4,TRUE
A,77139497,77679549,100kb_1gb,100kb_1gb,0.000248333,540053,SRR836306,0.6260878,chrA2,TRUE
A,125014904,125554970,100kb_1gb,100kb_1gb,0.00024834,540067,SRR7152380,0.6886103,chrB2,TRUE
A,154735421,155275510,100kb_1gb,100kb_1gb,0.00024835,540090,BEN_SI4,0.6069833,chrB1,TRUE
A,45132075,45672222,100kb_1gb,100kb_1gb,0.000248377,540148,SUM6,0.679602,chrC1,TRUE
A,14126069,14666228,100kb_1gb,100kb_1gb,0.000248382,540160,AMU24,0.6668037,chrD4,TRUE
A,35967325,36507544,100kb_1gb,100kb_1gb,0.00024841,540220,18032FL-56-01-02,0.6838042,chrE1,TRUE
A,24844109,25384340,100kb_1gb,100kb_1gb,0.000248415,540232,BEN_SI4,0.6663668,chrC2,TRUE
A,18730063,19270309,100kb_1gb,100kb_1gb,0.000248422,540247,GEN22,0.6432847,chrD1,TRUE
A,70404265,70944521,100kb_1gb,100kb_1gb,0.000248427,540257,BEN_CI5,0.6639889,chrD2,TRUE
A,112148063,112688333,100kb_1gb,100kb_1gb,0.000248433,540271,BEN_NE3,0.6538323,chrA1,TRUE
A,135234379,135774692,100kb_1gb,100kb_1gb,0.000248453,540314,AMU15,0.659427,chrB3,TRUE
A,103173981,103714340,100kb_1gb,100kb_1gb,0.000248474,540360,BEN_CI5,0.6854776,chrD1,TRUE
A,13927257,14467656,100kb_1gb,100kb_1gb,0.000248493,540400,BEN_CI6,0.6114667,chrE2,TRUE
A,1962204,2502625,100kb_1gb,100kb_1gb,0.000248503,540422,SRR7152398,0.6251737,chrB4,TRUE
A,20371414,20911855,100kb_1gb,100kb_1gb,0.000248512,540442,MAL26,0.688893,chrB4,TRUE
A,37081667,37622264,100kb_1gb,100kb_1gb,0.000248584,540598,18032FL-56-01-02,0.638816,chrD3,TRUE
A,123447696,123988337,100kb_1gb,100kb_1gb,0.000248604,540642,BEN_NOR2,0.6302704,chrB1,TRUE
A,6075172,6615890,100kb_1gb,100kb_1gb,0.000248639,540719,BEN_SI6,0.6284533,chrE2,TRUE
A,37942362,38483111,100kb_1gb,100kb_1gb,0.000248654,540750,BEN_CI5,0.6773068,chrD3,TRUE
A,65291912,65832740,100kb_1gb,100kb_1gb,0.00024869,540829,MAL26,0.6884888,chrD1,TRUE
A,70092536,70633376,100kb_1gb,100kb_1gb,0.000248695,540841,SRR7152409,0.6978996,chrA2,TRUE
A,7768159,8309025,100kb_1gb,100kb_1gb,0.000248707,540867,MAL7,0.6662537,chrB3,TRUE
A,75074973,75616108,100kb_1gb,100kb_1gb,0.000248831,541136,SRR7152398,0.682545,chrD4,TRUE
A,20551803,21093009,100kb_1gb,100kb_1gb,0.000248864,541207,SRR7152383,0.6058266,chrA1,TRUE
A,197161170,197702380,100kb_1gb,100kb_1gb,0.000248866,541211,18032FL-61-01V1-16,0.705715,chrC1,TRUE
A,53193437,53734647,100kb_1gb,100kb_1gb,0.000248866,541211,AMU8,0.668478,chrD4,TRUE
A,29857575,30398831,100kb_1gb,100kb_1gb,0.000248887,541257,AMU21,0.6753772,chrA3,TRUE
A,36133835,36675484,100kb_1gb,100kb_1gb,0.000249067,541650,BEN_SI1,0.6452057,chrB1,TRUE
A,18455889,18997608,100kb_1gb,100kb_1gb,0.0002491,541720,BEN_SI5,0.6446571,chrF1,TRUE
A,96212626,96754387,100kb_1gb,100kb_1gb,0.000249119,541762,AMU18,0.6285853,chrA3,TRUE
A,62137598,62679362,100kb_1gb,100kb_1gb,0.00024912,541765,MAL1,0.6152254,chrC2,TRUE
A,69856126,70397895,100kb_1gb,100kb_1gb,0.000249123,541770,AMU4,0.7209715,chrD2,TRUE
A,38806099,39347871,100kb_1gb,100kb_1gb,0.000249124,541773,BEN_SI1,0.6308023,chrC2,TRUE
A,51514680,52056497,100kb_1gb,100kb_1gb,0.000249145,541818,AMU20,0.6081555,chrF1,TRUE
A,68558812,69100734,100kb_1gb,100kb_1gb,0.000249193,541923,SRR7152401,0.6864918,chrC1,TRUE
A,110782966,111324896,100kb_1gb,100kb_1gb,0.000249197,541931,SRR5591010,0.6809034,chrD1,TRUE
A,14125708,14667791,100kb_1gb,100kb_1gb,0.000249267,542084,AMU11,0.6670012,chrD4,TRUE
A,93857355,94399440,100kb_1gb,100kb_1gb,0.000249268,542086,SRR7152395,0.6787404,chrB4,TRUE
A,79883774,80425868,100kb_1gb,100kb_1gb,0.000249272,542095,MAL11,0.6744494,chrA3,TRUE
A,11063123,11605223,100kb_1gb,100kb_1gb,0.000249275,542101,MAL7,0.6288858,chrC2,TRUE
A,144384049,144926174,100kb_1gb,100kb_1gb,0.000249286,542126,MAL3,0.6674789,chrC2,TRUE
A,43946473,44488710,100kb_1gb,100kb_1gb,0.000249338,542238,BEN_CI3,0.647265,chrB4,TRUE
A,83152508,83694770,100kb_1gb,100kb_1gb,0.000249349,542263,SRR7152385,0.7169228,chrB4,TRUE
A,7413225,7955505,100kb_1gb,100kb_1gb,0.000249358,542281,SRR7152401,0.7052869,chrD4,TRUE
